jd,fnu_microJy,fnu_microJy_unc,passband,programid,fcqfid,N_baseline,pre_or_post,zpdiff,C,sys_unc_factor,poor_conditions
2458893.0231944,-5.043443866646848,6.622508114068058,ZTF_r,1,4341202,349,-1,26.2602,1,1,0
2458896.021169,-2.7429159509846976,6.015898030787557,ZTF_r,1,4341202,349,-1,26.289,1,1,0
2458901.0171759,1.4083641004772554,12.694163992476714,ZTF_r,1,4341202,349,-1,25.0826,1,1,1
2458901.0488889,2.2984611612047967,14.65420237478323,ZTF_g,1,4341201,74,-1,24.9217,0,1,1
2458913.9854514,-4.270274726224264,5.7378343348456955,ZTF_r,1,4341202,349,-1,25.5855,1,1,1
2458940.9821759,1.043901743512416,4.749978990024266,ZTF_g,1,4341201,74,-1,25.9819,0,1,0
2458944.9822222,2.7261770583470284,5.540391897087161,ZTF_g,1,4341201,74,-1,26.2976,0,1,0
2458945.0034954,-4.386971405813008,4.664869460624499,ZTF_r,1,4341202,349,-1,26.3192,1,1,0
2458955.9417245,-0.1481340795950388,4.358698285054977,ZTF_r,1,4341202,349,-1,26.3155,1,1,0
2458955.9795255,-0.07496903868726572,4.063338689580263,ZTF_g,1,4341201,74,-1,26.296,0,1,0
2458963.9003009,1.267377711106795,3.45160727172505,ZTF_g,1,4341201,74,-1,26.2314,0,1,0
2458963.9425,2.7537590774389824,3.2531608722371734,ZTF_g,1,4341201,74,-1,26.279,0,1,0
2458966.9575,0.0172967810900844,2.668766995196138,ZTF_g,1,4341201,74,-1,26.2741,0,1,0
2458966.9774653,3.011695842985466,2.574803358524855,ZTF_r,1,4341202,349,-1,26.3062,1,1,0
2458972.962963,42.09096860356694,2.7429231682543493,ZTF_g,1,4341201,74,-1,26.3334,0,1,0
2458975.8050579,61.62678440549728,14.50984844204379,ZTF_g,1,4341201,74,-1,26.191,0,1,0
2458975.9306944,96.0457651005831,6.79174939212937,ZTF_r,1,4341202,349,-1,26.3846,1,1,0
2458979.9295949,70.90798641788784,10.039505692663052,ZTF_g,1,4341201,74,-1,26.2696,0,1,0
2458986.9138426,90.78929455271617,3.009010757715357,ZTF_g,1,4341201,74,-1,26.3519,0,1,0
2458986.9506597,210.8569133391456,3.853752371920543,ZTF_r,1,4341202,349,-1,26.4126,1,1,0
2458992.8402431,71.65608212879543,3.3628296299990907,ZTF_g,1,4341201,74,-1,26.324,0,1,0
2458992.9189583,163.60001070278486,4.3376756367942475,ZTF_r,1,4341202,349,-1,26.3354,1,1,0
2458996.8121991,137.9351273585755,3.973130672653524,ZTF_r,1,4341202,349,-1,26.3415,1,1,0
2459000.8558218,7.776452829609086,269.1951609601266,ZTF_r,1,4341202,349,-1,22.4923,1,1,1
2459011.7963194,20.066063910725294,3.3193086759243817,ZTF_g,1,4341201,74,-1,26.1045,0,1,0
2459011.8177662,73.06363351599762,3.4621607124741667,ZTF_r,1,4341202,349,-1,26.2624,1,1,0
2459014.7577431,49.21246457207228,3.9967309760354994,ZTF_r,1,4341202,349,-1,26.3959,1,1,0
2459017.8328125,11.469747862377332,2.7057887388998636,ZTF_g,1,4341201,74,-1,26.3669,0,1,0
2459020.7760764,37.92694878541494,2.85960484724591,ZTF_r,1,4341202,349,-1,26.3693,1,1,0
2459020.8638426,5.76133568151779,2.5544168000124166,ZTF_g,1,4341201,74,-1,26.341,0,1,0
2459023.8160648,8.919315908109924,2.942370447611748,ZTF_g,1,4341201,74,-1,26.384,0,1,0
2459027.7353935,7.415868214468174,5.240437382940006,ZTF_g,1,4341201,74,-1,26.1711,0,1,0
2459027.7728241,29.483217054539335,4.210905580268092,ZTF_r,1,4341202,349,-1,26.2704,1,1,0
